actual,predicted,verdict,risk_per_msg,command,progress
NO_SCAM,NO_SCAM,NO_SCAM,1.5,ENGAGE,2/5
SCAM,SCAM,SCAM,1.76,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.51,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.68,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.06,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.12,ENGAGE,2/5
SCAM,SCAM,SCAM,1.61,EXTRACT,3/8
SCAM,SCAM,SCAM,1.9,EXTRACT,4/11
SCAM,SCAM,SCAM,1.63,EXTRACT,5/14
SCAM,SCAM,SCAM,1.11,EXTRACT,1/8
SCAM,SCAM,SCAM,1.31,EXTRACT,2/11
SCAM,SCAM,SCAM,1.58,EXTRACT,3/14
SCAM,SCAM,SCAM,2.63,EXTRACT,4/17
NO_SCAM,NO_SCAM,NO_SCAM,1.99,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.47,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.08,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.47,ENGAGE,3/5
SCAM,SCAM,SCAM,1.67,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.21,ENGAGE,1/5
SCAM,SCAM,SCAM,2.08,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.33,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.84,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.17,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.61,ENGAGE,2/5
SCAM,SCAM,SCAM,1.67,EXTRACT,3/8
SCAM,SCAM,SCAM,1.58,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.89,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.54,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.49,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,3/5
SCAM,SCAM,SCAM,2.04,EXTRACT,4/8
SCAM,SCAM,SCAM,1.93,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.36,ENGAGE,2/5
SCAM,SCAM,SCAM,1.09,EXTRACT,3/8
SCAM,SCAM,SCAM,1.85,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.13,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.16,ENGAGE,2/5
SCAM,SCAM,SCAM,1.94,EXTRACT,3/8
SCAM,SCAM,SCAM,1.79,EXTRACT,4/11
SCAM,SCAM,SCAM,1.78,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.69,ENGAGE,1/5
SCAM,SCAM,SCAM,1.71,EXTRACT,2/8
SCAM,SCAM,SCAM,2.01,EXTRACT,3/11
SCAM,SCAM,SCAM,1.45,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.71,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.94,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.16,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,3/5
SCAM,SCAM,SCAM,1.68,EXTRACT,4/8
SCAM,SCAM,SCAM,1.64,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.63,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.12,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.06,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.11,ENGAGE,5/5
SCAM,SCAM,SCAM,1.96,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.14,EXTRACT,3/8
SCAM,SCAM,SCAM,1.71,EXTRACT,4/11
SCAM,SCAM,SCAM,1.42,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.96,ENGAGE,4/5
SCAM,SCAM,SCAM,1.63,EXTRACT,5/8
SCAM,SCAM,SCAM,1.85,EXTRACT,1/8
SCAM,SCAM,SCAM,1.67,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,2.85,EXTRACT,3/11
SCAM,SCAM,SCAM,1.88,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.0,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.91,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.39,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.99,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.12,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.72,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.07,ENGAGE,3/5
SCAM,SCAM,SCAM,1.85,EXTRACT,4/8
SCAM,SCAM,SCAM,1.77,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.63,ENGAGE,1/5
SCAM,SCAM,SCAM,1.99,EXTRACT,2/8
SCAM,SCAM,SCAM,1.41,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.65,EXTRACT,4/11
SCAM,SCAM,SCAM,1.36,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.86,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.18,ENGAGE,2/5
SCAM,SCAM,SCAM,1.28,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.29,EXTRACT,4/8
SCAM,SCAM,SCAM,1.69,EXTRACT,5/11
SCAM,SCAM,SCAM,1.03,EXTRACT,1/8
SCAM,SCAM,SCAM,1.73,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,2.54,EXTRACT,3/11
SCAM,SCAM,SCAM,2.4,EXTRACT,4/14
SCAM,SCAM,SCAM,1.77,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.09,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,5/5
SCAM,SCAM,SCAM,2.54,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,3/8
SCAM,SCAM,SCAM,1.65,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.55,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.87,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.4,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.53,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.56,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.66,ENGAGE,3/5
SCAM,SCAM,SCAM,1.2,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.48,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.28,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.0,ENGAGE,3/5
SCAM,SCAM,SCAM,1.54,EXTRACT,4/8
SCAM,SCAM,SCAM,2.08,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.78,ENGAGE,2/5
SCAM,SCAM,SCAM,1.21,EXTRACT,3/8
SCAM,SCAM,SCAM,1.51,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.76,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.99,ENGAGE,1/5
SCAM,SCAM,SCAM,1.31,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.18,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.98,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.76,ENGAGE,1/5
SCAM,SCAM,SCAM,1.29,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,3/8
SCAM,SCAM,SCAM,1.31,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,4.0,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.31,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.34,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,4.3,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.49,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.54,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.57,ENGAGE,3/5
SCAM,SCAM,SCAM,1.41,EXTRACT,4/8
SCAM,SCAM,SCAM,1.39,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.03,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.3,ENGAGE,2/5
SCAM,SCAM,SCAM,1.69,EXTRACT,3/8
SCAM,SCAM,SCAM,1.92,EXTRACT,4/11
SCAM,SCAM,SCAM,1.0,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.64,ENGAGE,1/5
SCAM,SCAM,SCAM,1.88,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.13,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.54,EXTRACT,4/8
SCAM,SCAM,SCAM,1.85,EXTRACT,5/11
SCAM,SCAM,SCAM,1.11,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,2/8
SCAM,SCAM,SCAM,1.63,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.26,EXTRACT,4/11
SCAM,SCAM,SCAM,1.52,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,3.07,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.07,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.59,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.31,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,2.85,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.99,ENGAGE,2/5
SCAM,SCAM,SCAM,1.0,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,4/8
SCAM,SCAM,SCAM,1.27,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.41,ENGAGE,1/5
SCAM,SCAM,SCAM,1.16,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.09,EXTRACT,4/8
SCAM,SCAM,SCAM,1.51,EXTRACT,5/11
SCAM,SCAM,SCAM,1.17,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.78,EXTRACT,2/8
SCAM,SCAM,SCAM,2.27,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.64,EXTRACT,4/11
SCAM,SCAM,SCAM,2.06,EXTRACT,5/14
SCAM,SCAM,SCAM,1.23,EXTRACT,1/8
SCAM,SCAM,SCAM,2.06,EXTRACT,2/11
SCAM,SCAM,SCAM,1.0,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.38,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.19,EXTRACT,5/14
SCAM,SCAM,SCAM,1.93,EXTRACT,1/8
SCAM,SCAM,SCAM,1.57,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,2.14,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.51,EXTRACT,4/11
SCAM,SCAM,SCAM,1.71,EXTRACT,5/14
SCAM,SCAM,SCAM,1.43,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.9,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.78,EXTRACT,3/8
SCAM,SCAM,SCAM,1.61,EXTRACT,4/11
SCAM,SCAM,SCAM,1.42,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.72,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.47,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.78,ENGAGE,3/5
SCAM,SCAM,SCAM,1.48,EXTRACT,4/8
SCAM,SCAM,SCAM,2.75,EXTRACT,5/11
SCAM,SCAM,SCAM,1.13,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,2/8
SCAM,SCAM,SCAM,1.96,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.47,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.75,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,2/5
SCAM,SCAM,SCAM,3.02,EXTRACT,3/8
SCAM,SCAM,SCAM,1.04,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.82,EXTRACT,5/11
SCAM,SCAM,SCAM,1.82,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.56,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.67,EXTRACT,3/8
SCAM,SCAM,SCAM,1.63,EXTRACT,4/11
SCAM,SCAM,SCAM,1.78,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.78,ENGAGE,1/5
SCAM,SCAM,SCAM,1.86,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.3,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.54,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.36,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.77,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.4,ENGAGE,5/5
SCAM,SCAM,SCAM,2.81,EXTRACT,1/8
SCAM,SCAM,SCAM,1.44,EXTRACT,2/11
SCAM,SCAM,SCAM,2.29,EXTRACT,3/14
SCAM,SCAM,SCAM,1.77,EXTRACT,4/17
SCAM,SCAM,SCAM,2.07,EXTRACT,5/18
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.1,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.43,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.04,ENGAGE,4/5
SCAM,SCAM,SCAM,1.6,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,1/5
SCAM,SCAM,SCAM,2.11,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.8,EXTRACT,3/8
SCAM,SCAM,SCAM,1.85,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.31,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.93,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.85,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.63,ENGAGE,5/5
SCAM,SCAM,SCAM,1.23,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,2/8
SCAM,SCAM,SCAM,2.76,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.89,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.39,EXTRACT,5/11
SCAM,SCAM,SCAM,1.52,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.42,EXTRACT,2/8
SCAM,SCAM,SCAM,1.9,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,4.02,EXTRACT,4/11
SCAM,SCAM,SCAM,1.22,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,3.54,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
SCAM,SCAM,SCAM,1.03,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,3.02,EXTRACT,4/8
SCAM,SCAM,SCAM,1.67,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,1/5
SCAM,SCAM,SCAM,1.72,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.67,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.62,EXTRACT,5/8
SCAM,SCAM,SCAM,1.89,EXTRACT,1/8
SCAM,SCAM,SCAM,1.77,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.93,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.51,EXTRACT,4/11
SCAM,SCAM,SCAM,1.12,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.36,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.36,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.4,ENGAGE,3/5
SCAM,SCAM,SCAM,1.25,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.56,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.95,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.56,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.3,ENGAGE,3/5
SCAM,SCAM,SCAM,1.45,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.51,ENGAGE,1/5
SCAM,SCAM,SCAM,1.82,EXTRACT,2/8
SCAM,SCAM,SCAM,1.99,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.52,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.88,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.17,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.18,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.92,ENGAGE,5/5
SCAM,SCAM,SCAM,1.46,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.62,EXTRACT,2/8
SCAM,SCAM,SCAM,1.35,EXTRACT,3/11
SCAM,SCAM,SCAM,1.09,EXTRACT,4/14
SCAM,SCAM,SCAM,1.5,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.52,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,3/5
SCAM,SCAM,SCAM,1.99,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.17,EXTRACT,5/8
SCAM,SCAM,SCAM,2.04,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.67,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,4/8
SCAM,SCAM,SCAM,1.37,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.78,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.88,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.12,ENGAGE,3/5
SCAM,SCAM,SCAM,1.61,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.92,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,2/5
SCAM,SCAM,SCAM,1.41,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.55,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.04,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.18,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.32,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.82,ENGAGE,4/5
SCAM,SCAM,SCAM,2.04,EXTRACT,5/8
SCAM,SCAM,SCAM,3.2,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,2/8
SCAM,SCAM,SCAM,1.83,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.06,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,3.46,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.48,ENGAGE,1/5
SCAM,SCAM,SCAM,1.22,EXTRACT,2/8
SCAM,SCAM,SCAM,2.06,EXTRACT,3/11
SCAM,SCAM,SCAM,1.6,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.45,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.96,ENGAGE,1/5
SCAM,SCAM,SCAM,1.4,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.98,EXTRACT,4/11
SCAM,SCAM,SCAM,1.61,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.7,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.78,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,3.52,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.86,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,1/5
SCAM,SCAM,SCAM,1.67,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.67,EXTRACT,3/8
SCAM,SCAM,SCAM,2.2,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.23,EXTRACT,5/11
SCAM,SCAM,SCAM,1.03,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.94,EXTRACT,2/8
SCAM,SCAM,SCAM,1.67,EXTRACT,3/11
SCAM,SCAM,SCAM,1.28,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.23,EXTRACT,5/14
SCAM,SCAM,SCAM,2.04,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.39,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.28,EXTRACT,3/8
SCAM,SCAM,SCAM,2.01,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.2,EXTRACT,5/11
SCAM,SCAM,SCAM,1.09,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.56,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.53,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.03,EXTRACT,5/8
SCAM,SCAM,SCAM,1.04,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.49,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.84,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.98,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.64,ENGAGE,1/5
SCAM,SCAM,SCAM,1.83,EXTRACT,2/8
SCAM,SCAM,SCAM,1.9,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.13,EXTRACT,5/11
SCAM,SCAM,SCAM,1.55,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.01,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,5.86,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.45,EXTRACT,4/8
SCAM,SCAM,SCAM,4.27,EXTRACT,5/11
SCAM,SCAM,SCAM,1.63,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,2/8
SCAM,SCAM,SCAM,1.34,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.31,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.22,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.53,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.53,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,3.63,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.99,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,3.63,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,2/5
